Model,Best Params,Validation Accuracy,Validation AUC,Test Accuracy
DCN,"{'hidden_sizes': [32, 16], 'dropout': 0.0, 'lr': 0.0003, 'weight_decay': 0.001}",0.7396711635750421,0.7296716991230262,0.7405325651654605
DCN,"{'hidden_sizes': [64, 32], 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.001}",0.7366498032602585,0.7473114669831685,0.7309070470034427
DCN,"{'hidden_sizes': [32, 16], 'dropout': 0.0, 'lr': 0.0001, 'weight_decay': 0.01}",0.7360174255199551,0.7695967072128505,0.727956158223846
DCN,"{'hidden_sizes': [128, 64], 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.001}",0.7356661045531198,0.7811809587432592,0.7265509730907047
DCN,"{'hidden_sizes': [64, 32], 'dropout': 0.2, 'lr': 0.0001, 'weight_decay': 0.0001}",0.7342608206857786,0.7589221498188954,0.7280966767371602
DCN,"{'hidden_sizes': [128, 64], 'dropout': 0.1, 'lr': 0.0003, 'weight_decay': 0.0001}",0.7335581787521079,0.7828781172696454,0.7213517880980819
DCN,"{'hidden_sizes': [64, 32], 'dropout': 0.2, 'lr': 0.0001, 'weight_decay': 0.001}",0.7330663293985386,0.7588261107284788,0.7280966767371602
DCN,"{'hidden_sizes': [128, 64], 'dropout': 0.2, 'lr': 0.0001, 'weight_decay': 0.001}",0.7328555368184373,0.749540500380306,0.7240918991077074
DCN,"{'hidden_sizes': [32, 16], 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.001}",0.732504215851602,0.7628239760095195,0.7271130471439612
DCN,"{'hidden_sizes': [32, 16], 'dropout': 0.2, 'lr': 0.001, 'weight_decay': 0.0001}",0.7323636874648679,0.7985133975032483,0.729080306330359
DCN,"{'hidden_sizes': [128, 64], 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.0001}",0.7308178752107926,0.744174263561265,0.7227569732312232
DCN,"{'hidden_sizes': [32, 16], 'dropout': 0.0, 'lr': 0.0003, 'weight_decay': 0.0001}",0.7308178752107926,0.7170386983187764,0.7316096395700133
DCN,"{'hidden_sizes': [32, 16], 'dropout': 0.2, 'lr': 0.0003, 'weight_decay': 0.0001}",0.7307476110174255,0.7479082569793486,0.7243026768776787
DCN,"{'hidden_sizes': [128, 64], 'dropout': 0.0, 'lr': 0.0003, 'weight_decay': 0.001}",0.7293423271500843,0.7369570532600027,0.7283074545071313
DCN,"{'hidden_sizes': [32, 16], 'dropout': 0.1, 'lr': 0.0003, 'weight_decay': 0.001}",0.7286396852164138,0.7923412465212152,0.7212815288414248
DCN,"{'hidden_sizes': [64, 32], 'dropout': 0.0, 'lr': 0.0003, 'weight_decay': 0.01}",0.7284288926363125,0.7331287454042017,0.7277453804538748
DCN,"{'hidden_sizes': [128, 64], 'dropout': 0.0, 'lr': 0.0001, 'weight_decay': 0.001}",0.726672287802136,0.7254513937520084,0.723529825054451
DCN,"{'hidden_sizes': [32, 16], 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.0001}",0.725548060708263,0.7464304502113622,0.7137637883791189
DCN,"{'hidden_sizes': [128, 64], 'dropout': 0.1, 'lr': 0.0003, 'weight_decay': 0.01}",0.7237914558740866,0.8032619278986077,0.7108831588561793
DCN,"{'hidden_sizes': [64, 32], 'dropout': 0.0, 'lr': 0.0001, 'weight_decay': 0.01}",0.7225267003934794,0.7146308826098695,0.7087051218998103
DCN,"{'hidden_sizes': [64, 32], 'dropout': 0.0, 'lr': 0.0001, 'weight_decay': 0.001}",0.7221051152332771,0.7714064294090024,0.7226867139745662
DCN,"{'hidden_sizes': [128, 64], 'dropout': 0.0, 'lr': 0.0003, 'weight_decay': 0.0001}",0.7212619449128724,0.7305423078163346,0.7172767512119722
DCN,"{'hidden_sizes': [32, 16], 'dropout': 0.1, 'lr': 0.0001, 'weight_decay': 0.01}",0.720699831365936,0.7423631175239314,0.7143961216890325
DCN,"{'hidden_sizes': [32, 16], 'dropout': 0.0, 'lr': 0.0003, 'weight_decay': 0.01}",0.7179595278246206,0.730813238722897,0.7144663809456896
DCN,"{'hidden_sizes': [64, 32], 'dropout': 0.0, 'lr': 0.0001, 'weight_decay': 0.0001}",0.7145868465430016,0.7502760045941539,0.7078620108199255
DCN,"{'hidden_sizes': [32, 16], 'dropout': 0.0, 'lr': 0.0001, 'weight_decay': 0.001}",0.7087549184935357,0.7477502707704737,0.7013278999508186
DCN,"{'hidden_sizes': [64, 32], 'dropout': 0.2, 'lr': 0.001, 'weight_decay': 0.001}",0.7055227655986509,0.8009866898524163,0.6947937890817115
DCN,"{'hidden_sizes': [128, 64], 'dropout': 0.0, 'lr': 0.0001, 'weight_decay': 0.01}",0.7017987633501968,0.7556108968530945,0.7078620108199255
DCN,"{'hidden_sizes': [32, 16], 'dropout': 0.2, 'lr': 0.0001, 'weight_decay': 0.01}",0.6923833614390107,0.6970809571228878,0.6928967891519707
DCN,"{'hidden_sizes': [32, 16], 'dropout': 0.0, 'lr': 0.0001, 'weight_decay': 0.0001}",0.6909780775716695,0.6950705535365086,0.6930373076652849
DCN,"{'hidden_sizes': [64, 32], 'dropout': 0.0, 'lr': 0.0003, 'weight_decay': 0.0001}",0.6839516582349635,0.7369106480699371,0.6810229747769269
DCN,"{'hidden_sizes': [32, 16], 'dropout': 0.2, 'lr': 0.0001, 'weight_decay': 0.001}",0.6753091624508151,0.6665641099933758,0.6712569381015949
